Year,GEO,"RATE_Information, culture and recreation [51, 71]#Persons#thousands#14100092_StatsCanada","RATE_Business, building and other support services [55-56]#Persons#thousands#14100092_StatsCanada",RATE_Utilities [22]#Persons#thousands#14100092_StatsCanada,"RATE_Professional, scientific and technical services [54]#Persons#thousands#14100092_StatsCanada"
2017,Nova Scotia,16,18.1,3.9,28.4
2017,Ontario,312.9,314.7,47.2,629
2017,"Ottawa, Ontario",28.8,24.9,2.4,69.1
2017,"Outaouais, Quebec",8.8,8.5,,10.4
2017,"Parklands and North, Manitoba",1,,0.5,0.6
2017,"Prince Albert and Northern, Saskatchewan",2.8,2.2,0.7,2.6
2017,Prince Edward Island,2.7,1.9,0.2,3.5
2017,Quebec,185.3,181.8,25.2,328.2
2017,"Red Deer, Alberta",2.7,3,,5.7
2017,"Regina-Moose Mountain, Saskatchewan",8.8,4.4,3.4,11.5
2017,"Saguenay-Lac-Saint-Jean, Quebec",5.1,4.2,1.8,6.4
2017,"Saint John-St. Stephen, New Brunswick",2.5,6.3,1.5,4.5
2017,Saskatchewan,20.7,13.9,6.8,30.2
2017,"Saskatoon-Biggar, Saskatchewan",6.5,4.9,1.9,13.7
2017,"South Central and North Central, Manitoba",1.2,1.2,0.6,1.5
2017,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1,1,0.5,1.1
2017,"Southeast, Manitoba",1.3,1.2,1.1,3.3
2017,"Southern, Nova Scotia",1.8,1.7,,2.1
2017,"Southwest, Manitoba",2.1,1.4,1.1,1.5
2017,"Stratford-Bruce Peninsula, Ontario",5.4,5,4.8,6.9
2017,"Swift Current-Moose Jaw, Saskatchewan",1.6,1.3,0.7,1.6
2017,"Thompson-Okanagan, British Columbia",12,10.2,,14.9
2017,"Toronto, Ontario",172.6,158.7,19,384.2
2017,"Vancouver Island and Coast, British Columbia",15.9,15.8,1.6,28.1
2017,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1,1.3,0.6,1.1
2017,"Windsor-Sarnia, Ontario",10,13.8,2.6,13.5
2017,"Winnipeg, Manitoba",16.9,13.6,4.5,19.9
2017,"Wood Buffalo-Cold Lake, Alberta",,4.1,,2.6
2017,"Yorkton-Melville, Saskatchewan",0.9,1.1,,0.8
2018,"Abitibi-Témiscamingue, Quebec",1.8,3.2,,3.4
2018,Alberta,78,86.1,23.4,180.8
2018,"Annapolis Valley, Nova Scotia",1.2,1.7,,2.5
2018,"Avalon Peninsula, Newfoundland and Labrador",5.4,4.4,2.3,8.7
2018,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",5,4.9,,8
2018,"Bas-Saint-Laurent, Quebec",2.3,3.7,,3.2
2018,British Columbia,127.6,100.6,13.9,208.5
2018,"Calgary, Alberta",39.7,35.5,10.7,95.7
2018,"Campbellton-Miramichi, New Brunswick",1.3,1.9,0.5,1
2018,"Camrose-Drumheller, Alberta",2,3.1,,3.1
2018,Canada,786.9,777.1,144.8,1466.8
2018,"Cape Breton, Nova Scotia",1.9,2.6,0.8,1.8
2018,"Capitale-Nationale, Quebec",17.4,15.5,1.8,29.9
2018,"Cariboo, British Columbia",2.1,2.2,,3.2
2018,"Centre-du-Québec, Quebec",3.2,3.3,,4
2018,"Chaudière-Appalaches, Quebec",3.6,6.2,,11.2
2018,"Côte-Nord and Nord-du-Québec, Quebec",,1.6,,2.2
2018,"Edmonton, Alberta",23.1,30.7,8.3,59.8
2018,"Edmundston-Woodstock, New Brunswick",0.9,0.7,,1
2018,"Estrie, Quebec",3.7,6.5,,9.2
2018,"Fredericton-Oromocto, New Brunswick",2,2.5,1,4.8
2018,"Gaspésie-Îles-de-la-Madeleine, Quebec",,,,
2018,"Halifax, Nova Scotia",11.6,9.5,1.9,18.8
2018,"Hamilton-Niagara Peninsula, Ontario",34.9,37.2,4.6,47.2
2018,"Interlake, Manitoba",1.3,1.2,0.5,1.6
2018,"Kingston-Pembroke, Ontario",5.3,10.8,3.3,12.6
2018,"Kitchener-Waterloo-Barrie, Ontario",32.2,26,5.3,50.7
2018,"Kootenay, British Columbia",2.7,2,,4.7
2018,"Lanaudière, Quebec",10.8,8.2,1.5,14
2018,"Laurentides, Quebec",10.9,9.7,,20
2018,"Laval, Quebec",7.5,18.6,1.6,10.4
2018,"Lethbridge-Medicine Hat, Alberta",4.2,4.2,,6.2
2018,"London, Ontario",10.2,15.2,1.9,17.3
2018,"Lower Mainland-Southwest, British Columbia",95,70.1,9.3,154.6
2018,Manitoba,23.5,20.9,7.2,28.7
2018,"Mauricie, Quebec",4.9,8.1,,5.6
2018,"Moncton-Richibucto, New Brunswick",4.5,6.1,,4.7
2018,"Montréal, Quebec",67,55.9,5.6,136.3
2018,"Montérégie, Quebec",32,34.1,5.8,60.3
2018,"Muskoka-Kawarthas, Ontario",6.5,12.7,3.6,10.7
2018,New Brunswick,11.4,16.2,3.1,16.1
2018,Newfoundland and Labrador,7.2,6.5,3.1,10
2018,"North Coast and Nechako, British Columbia",,,,1.9
2018,"North Shore, Nova Scotia",2,2.2,0.5,1.9
2018,"Northeast, British Columbia",,,,1.5
2018,"Northeast, Ontario",8.6,9.9,3,11
2018,"Northwest, Ontario",3.3,2.5,,4
2018,Nova Scotia,18.3,17.7,3.7,27.5
2018,Ontario,318.1,319.7,56.6,637.8
2018,"Ottawa, Ontario",30.6,25.7,2.6,69.4
2018,"Outaouais, Quebec",9.3,11.1,1.5,10.3
2018,"Parklands and North, Manitoba",0.8,0.6,,0.5
2018,"Prince Albert and Northern, Saskatchewan",2.8,1.9,0.9,2.9
2018,Prince Edward Island,2.7,1.9,0.2,3.5
2018,Quebec,179.9,192.1,26.6,327.6
2018,"Red Deer, Alberta",2.2,3.9,,5
2018,"Regina-Moose Mountain, Saskatchewan",8,5.6,3.9,9.5
2018,"Saguenay-Lac-Saint-Jean, Quebec",3.6,5.1,,7
2018,"Saint John-St. Stephen, New Brunswick",2.6,5,1.2,4.5
2018,Saskatchewan,20.2,15.4,7,26.2
2018,"Saskatoon-Biggar, Saskatchewan",6.7,5.8,1.6,11.9
2018,"South Central and North Central, Manitoba",0.9,0.9,0.5,1.8
2018,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",0.9,1,0.6,0.6
2018,"Southeast, Manitoba",1.4,1.3,1.3,3.2
2018,"Southern, Nova Scotia",1.6,1.6,,2.5
2018,"Southwest, Manitoba",1.6,1.1,,2
2018,"Stratford-Bruce Peninsula, Ontario",4.8,3.7,6.6,5.3
2018,"Swift Current-Moose Jaw, Saskatchewan",2,1.1,0.5,1.3
2018,"Thompson-Okanagan, British Columbia",9.2,8.3,1.9,12.6
2018,"Toronto, Ontario",173.4,164.6,20.8,396.4
2018,"Vancouver Island and Coast, British Columbia",16.2,15.5,,30
2018,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",0.9,1.1,,0.7
2018,"Windsor-Sarnia, Ontario",8.4,11.3,3.6,13.3
2018,"Winnipeg, Manitoba",17.4,15.8,4.1,19.7
2018,"Wood Buffalo-Cold Lake, Alberta",1.7,3.7,,3
2018,"Yorkton-Melville, Saskatchewan",0.7,1,,0.8
2019,"Abitibi-Témiscamingue, Quebec",,2.9,1.5,3.2
2019,Alberta,75,84.1,23.7,184.7
2019,"Annapolis Valley, Nova Scotia",1.6,1.9,,2.6
2019,"Avalon Peninsula, Newfoundland and Labrador",5.8,5,1.6,7.9
2019,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",6.2,5.5,,9.4
2019,"Bas-Saint-Laurent, Quebec",2.2,2.2,,3.5
2019,British Columbia,131.5,112.3,12.2,223.7
2019,"Calgary, Alberta",36.3,36.4,9.3,102.6
2019,"Campbellton-Miramichi, New Brunswick",1.2,1.5,0.5,1.3
2019,"Camrose-Drumheller, Alberta",1.6,2.8,,3.3
2019,Canada,774,776.3,139.1,1555.7
2019,"Cape Breton, Nova Scotia",2.1,2.3,0.5,1.8
2019,"Capitale-Nationale, Quebec",16.4,19.7,1.7,35.9
2019,"Cariboo, British Columbia",2,2.3,,3.5
2019,"Centre-du-Québec, Quebec",2.9,3.4,,6.8
2019,"Chaudière-Appalaches, Quebec",3.4,4.9,,12.2
2019,"Côte-Nord and Nord-du-Québec, Quebec",,2.1,,
2019,"Edmonton, Alberta",23.1,28.6,10,55.3
2019,"Edmundston-Woodstock, New Brunswick",0.9,0.9,,1.1
2019,"Estrie, Quebec",5,6.6,,11.1
2019,"Fredericton-Oromocto, New Brunswick",2.6,2.8,1.2,4.7
2019,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.6,,,
2019,"Halifax, Nova Scotia",11.8,10.3,2,19.3
2019,"Hamilton-Niagara Peninsula, Ontario",33.7,36.4,5.2,43
2019,"Interlake, Manitoba",1.5,1,0.5,1.2
2019,"Kingston-Pembroke, Ontario",6.7,12.9,2.3,14.3
2019,"Kitchener-Waterloo-Barrie, Ontario",29.8,31.9,3.3,50.5
2019,"Kootenay, British Columbia",2.6,2,,5.1
2019,"Lanaudière, Quebec",6.6,10.3,,13.9
2019,"Laurentides, Quebec",16.2,16.1,2.6,18.1
2019,"Laval, Quebec",9.2,12.2,1.5,17.1
2019,"Lethbridge-Medicine Hat, Alberta",3.1,3.7,,5.5
2019,"London, Ontario",11,13.1,,19.9
2019,"Lower Mainland-Southwest, British Columbia",96.4,78.5,7.6,165.8
2019,Manitoba,22.8,22.4,6.5,29.6
2019,"Mauricie, Quebec",3.8,5.4,,6.2
2019,"Moncton-Richibucto, New Brunswick",4.8,5.7,0.5,5.5
2019,"Montréal, Quebec",61,53.1,5.2,142.5
2019,"Montérégie, Quebec",35.2,30.1,5.4,58.3
2019,"Muskoka-Kawarthas, Ontario",7.1,11.1,6.2,8.6
2019,New Brunswick,12.8,16.2,3.5,17
2019,Newfoundland and Labrador,7.5,7.5,2.7,9.7
2019,"North Coast and Nechako, British Columbia",1.9,,,2.3
2019,"North Shore, Nova Scotia",2,1.5,0.6,2.3
2019,"Northeast, British Columbia",,,,1.9
2019,"Northeast, Ontario",7,9,3.7,10.8
2019,"Northwest, Ontario",3.5,2.8,1.9,4
2019,Nova Scotia,18.8,17.4,3.6,27.9
2019,Ontario,304.9,315.7,54.7,682.8
2019,"Ottawa, Ontario",30,27.1,2.8,78.3
2019,"Outaouais, Quebec",7.2,8.5,,10.1
2019,"Parklands and North, Manitoba",0.9,0.5,,0.8
2019,"Prince Albert and Northern, Saskatchewan",2.7,1.9,0.9,2.5
2019,Prince Edward Island,2.2,2.4,0.3,3.5
2019,Quebec,177,182.5,25.7,348.9
2019,"Red Deer, Alberta",2.5,4,,5.6
2019,"Regina-Moose Mountain, Saskatchewan",8,5.6,4.3,9.6
2019,"Saguenay-Lac-Saint-Jean, Quebec",3.6,4.1,,8
2019,"Saint John-St. Stephen, New Brunswick",3.2,5.3,1.1,4.4
2019,Saskatchewan,21.7,15.9,6.3,27.8
2019,"Saskatoon-Biggar, Saskatchewan",8.5,6.3,0.5,13.6
2019,"South Central and North Central, Manitoba",1,1.3,,1.5
2019,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",0.8,1,0.6,0.9
2019,"Southeast, Manitoba",1.5,1.2,0.9,2.2
2019,"Southern, Nova Scotia",1.3,1.3,,1.9
2019,"Southwest, Manitoba",2,1.3,0.5,1.9
2019,"Stratford-Bruce Peninsula, Ontario",2.9,4.5,6.6,6.4
2019,"Swift Current-Moose Jaw, Saskatchewan",2,1,0.7,1.5
2019,"Thompson-Okanagan, British Columbia",12.2,11.1,,17.1
2019,"Toronto, Ontario",162.8,154.6,18.5,436.2
2019,"Vancouver Island and Coast, British Columbia",15.6,16.3,,28.1
2019,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1,1.6,,0.8
2019,"Windsor-Sarnia, Ontario",10.5,12.3,3,10.8
2019,"Winnipeg, Manitoba",15.8,17.1,4,22.1
2019,"Wood Buffalo-Cold Lake, Alberta",2.2,3.1,,3
2019,"Yorkton-Melville, Saskatchewan",0.5,1.1,,0.8
