Year,GEO,RATE_Professional occupations in education services [40]#Persons#thousands#14100312_StatsCanada,RATE_Transport and heavy equipment operation and related maintenance occupations [75]#Persons#thousands#14100312_StatsCanada,"RATE_Paraprofessional occupations in legal, social, community and education services [42]#Persons#thousands#14100312_StatsCanada",RATE_Middle management occupations in retail and wholesale trade and customer services [06]#Persons#thousands#14100312_StatsCanada,RATE_Office support occupations [14]#Persons#thousands#14100312_StatsCanada,RATE_Retail sales supervisors and specialized sales occupations [62]#Persons#thousands#14100312_StatsCanada
2009,Newfoundland and Labrador,10.1,9.2,3.5,6.6,10.3,4.7
2009,"North Coast and Nechako, British Columbia",1.6,2.7,,2,1.8,
2009,"North Shore, Nova Scotia",2.3,3.1,1.6,2.9,2.4,2
2009,"Northeast, British Columbia",,3.4,,,2.2,
2009,"Northeast, Ontario",14.8,9.9,6.5,9.7,11.5,6.4
2009,"Northwest, Ontario",5,4.6,3.5,3.3,5.6,2.2
2009,Nova Scotia,17.5,16.5,6.9,19,22.9,11.9
2009,Ontario,274.9,216.1,142.6,254.1,336.2,194.1
2009,"Ottawa, Ontario",28.5,18.5,16.2,19.5,36.4,16.5
2009,"Outaouais, Quebec",8.7,7,4.9,5.9,14.1,3.2
2009,"Parklands and North, Manitoba",1.7,1.3,1.1,2.2,1.7,0.6
2009,"Prince Albert and Northern, Saskatchewan",3.3,5.9,2.2,4,3.9,3
2009,Prince Edward Island,2.5,2.5,1.5,2.7,3.2,1.5
2009,Quebec,163.5,133.5,114.6,135.9,199.7,112.6
2009,"Red Deer, Alberta",2.7,5.2,1.7,3.4,4.8,4.3
2009,"Regina-Moose Mountain, Saskatchewan",5.5,6.4,3.1,5.1,9.8,4.6
2009,"Saguenay-Lac-Saint-Jean, Quebec",5.8,5.7,3.6,4,3.9,3.2
2009,"Saint John-St. Stephen, New Brunswick",3.1,3.7,1.4,3.4,5.3,2.4
2009,Saskatchewan,20.7,23.3,9.6,17.1,27.2,14.9
2009,"Saskatoon-Biggar, Saskatchewan",9.5,6.5,2.9,5.1,9.4,4.5
2009,"South Central and North Central, Manitoba",1.7,3.2,1.3,1.2,1.8,1.4
2009,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2,3.2,0.7,2.1,2.2,0.9
2009,"Southeast, Manitoba",1.8,2.7,1,1.5,2,1
2009,"Southern, Nova Scotia",1.2,2.1,,2.9,1.8,1.3
2009,"Southwest, Manitoba",2.1,2.5,1.5,1.6,1.7,1.5
2009,"Stratford-Bruce Peninsula, Ontario",2.3,6.8,2.4,5.8,5.2,4.2
2009,"Swift Current-Moose Jaw, Saskatchewan",1.2,2.4,0.7,1.8,2.6,1.4
2009,"Thompson-Okanagan, British Columbia",7.7,9.2,6.7,9.3,11.7,9.8
2009,"Toronto, Ontario",118,85.7,63.4,128.1,171.4,101.3
2009,"Vancouver Island and Coast, British Columbia",12.2,13.4,7.7,15.5,18.4,10.2
2009,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2.1,1.9,0.7,1.3,1.3,1
2009,"Windsor-Sarnia, Ontario",12.1,12.1,6.3,9.8,11.8,6.2
2009,"Winnipeg, Manitoba",16.4,11.9,7.6,10.7,25.8,9.6
2009,"Wood Buffalo-Cold Lake, Alberta",2.6,5,,2.4,3.5,
2009,"Yorkton-Melville, Saskatchewan",1.2,2.2,0.7,1.1,1.5,1.4
2010,"Abitibi-Témiscamingue, Quebec",2.6,3,2.7,1.5,2.7,1.6
2010,Alberta,68.3,88.2,37.4,69.2,105.8,61.4
2010,"Annapolis Valley, Nova Scotia",2.5,2.8,1.1,3.1,2.3,2.3
2010,"Avalon Peninsula, Newfoundland and Labrador",5.9,3.9,1.9,4.5,7.6,3.4
2010,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",3.8,13.2,2.5,7.2,7.8,5.2
2010,"Bas-Saint-Laurent, Quebec",4.1,3,2.9,4.5,3.3,2
2010,British Columbia,79.6,78.7,48.9,90,105.4,70.8
2010,"Calgary, Alberta",22.5,27.1,13.3,25.7,39.5,24.3
2010,"Campbellton-Miramichi, New Brunswick",2.5,3.4,1.3,2.5,2.3,0.9
2010,"Camrose-Drumheller, Alberta",3.5,5.1,,4.1,4.1,3.4
2010,Canada,683.2,610.3,383.9,618.1,853.2,495.1
2010,"Cape Breton, Nova Scotia",2.3,2.3,0.8,2.1,2.4,1.3
2010,"Capitale-Nationale, Quebec",19,12,11.9,13.3,17.7,9.7
2010,"Cariboo, British Columbia",2.6,4.2,,2.7,4,1.8
2010,"Centre-du-Québec, Quebec",4.5,5.9,,4.3,4.3,2.4
2010,"Chaudière-Appalaches, Quebec",6.1,8,8.1,6.1,11.4,4.8
2010,"Côte-Nord and Nord-du-Québec, Quebec",2.1,3.8,1.5,1.7,,1.5
2010,"Edmonton, Alberta",29.1,26.3,14.5,22.1,41,18.8
2010,"Edmundston-Woodstock, New Brunswick",1.4,2.5,0.8,1.2,1.1,0.6
2010,"Estrie, Quebec",7.2,5.4,4.3,4.8,5.1,3.7
2010,"Fredericton-Oromocto, New Brunswick",3.9,3.4,1.6,2.9,3.6,1.6
2010,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.6,1.6,,1.6,1.5,
2010,"Halifax, Nova Scotia",10.2,6.4,4.5,7.8,12.3,6.5
2010,"Hamilton-Niagara Peninsula, Ontario",25.5,27.5,13.7,25.2,32,21.3
2010,"Interlake, Manitoba",1.5,2.1,1,1.9,2.9,1.5
2010,"Kingston-Pembroke, Ontario",8.5,8,4.8,6.8,10.5,4.4
2010,"Kitchener-Waterloo-Barrie, Ontario",27.6,24.5,13.3,23.4,28.2,22.2
2010,"Kootenay, British Columbia",1.5,4,,2.1,2.1,2.1
2010,"Lanaudière, Quebec",7.7,11.3,8.9,9.1,10,9.5
2010,"Laurentides, Quebec",8,12.4,8.1,7.7,10.9,9.3
2010,"Laval, Quebec",7.2,4.8,7.9,8.7,10.3,6.1
2010,"Lethbridge-Medicine Hat, Alberta",3.8,6.5,2.7,4.8,6.4,3.5
2010,"London, Ontario",15.1,11.7,7,13.7,15.4,7.9
2010,"Lower Mainland-Southwest, British Columbia",54.1,42.5,33.6,55.1,67,43.6
2010,Manitoba,24.2,23.2,13.6,19,35.7,15.2
2010,"Mauricie, Quebec",6.8,4.2,3.1,3.8,6.2,1.6
2010,"Moncton-Richibucto, New Brunswick",3.8,4.1,2.3,3.8,6.6,2.8
2010,"Montréal, Quebec",46.6,21.7,21.4,36.4,47.4,25.9
2010,"Montérégie, Quebec",25.5,27,20.8,29.9,34.7,20.3
2010,"Muskoka-Kawarthas, Ontario",7.6,7.4,3.8,6.7,6,6.7
2010,New Brunswick,14.7,16.8,7.4,13.9,17.9,7.9
2010,Newfoundland and Labrador,10,9.7,3.3,8.2,11.4,5.1
2010,"North Coast and Nechako, British Columbia",,2.1,,1.7,1.5,
2010,"North Shore, Nova Scotia",2,3,1.3,3.7,2,1.9
2010,"Northeast, British Columbia",,3.6,,,,
2010,"Northeast, Ontario",13,11.3,5.9,8.1,11.1,6.1
2010,"Northwest, Ontario",5,3.8,2.1,3.6,4,2
2010,Nova Scotia,18.6,16.8,8.6,18.6,20.6,13.2
2010,Ontario,279.5,216.4,139.9,235.7,340.8,198.2
2010,"Ottawa, Ontario",30.5,17.3,19.2,17.8,35.1,19.9
2010,"Outaouais, Quebec",9.8,6.7,5.7,5.9,14.5,4.1
2010,"Parklands and North, Manitoba",2,1.9,1.1,1.4,1.4,0.8
2010,"Prince Albert and Northern, Saskatchewan",4.1,4.8,2.6,3.2,4.3,2.9
2010,Prince Edward Island,3,2.3,1.6,2.5,3.8,1.7
2010,Quebec,164.4,136.4,113.5,144,185.2,105.8
2010,"Red Deer, Alberta",3.4,4.8,1.8,2.7,3.9,4.3
2010,"Regina-Moose Mountain, Saskatchewan",5.9,5.5,3.1,5.5,10.4,4.3
2010,"Saguenay-Lac-Saint-Jean, Quebec",5.4,5.5,3.8,4.5,3.9,2.7
2010,"Saint John-St. Stephen, New Brunswick",3.1,3.4,1.4,3.5,4.3,2
2010,Saskatchewan,21,21.8,9.7,17,26.8,15.7
2010,"Saskatoon-Biggar, Saskatchewan",8.5,6.8,2.7,5.9,8.6,5.6
2010,"South Central and North Central, Manitoba",1.8,2.6,1,1.5,2,1.5
2010,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.8,3.8,0.8,2.1,1.9,1
2010,"Southeast, Manitoba",2,2.7,1.2,1.9,2.9,0.9
2010,"Southern, Nova Scotia",1.6,2.3,0.9,1.9,1.7,1.3
2010,"Southwest, Manitoba",2.3,2.3,0.8,1.7,1.9,1.3
2010,"Stratford-Bruce Peninsula, Ontario",2.5,8.1,2.7,5.4,5,4.4
2010,"Swift Current-Moose Jaw, Saskatchewan",1.6,2.6,0.7,1.2,2.1,1.3
2010,"Thompson-Okanagan, British Columbia",6.8,10.4,4.6,11.5,11,10.2
2010,"Toronto, Ontario",132.3,86.5,61.5,115.2,182.7,96
2010,"Vancouver Island and Coast, British Columbia",12.3,12,7.1,15.6,18.4,11
2010,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2.2,2.1,0.6,1.6,1.9,0.7
2010,"Windsor-Sarnia, Ontario",12,10.3,5.9,9.7,10.8,7.2
2010,"Winnipeg, Manitoba",14.6,11.6,8.5,10.8,24.6,9.1
2010,"Wood Buffalo-Cold Lake, Alberta",2.2,5.1,,2.5,3,1.8
2010,"Yorkton-Melville, Saskatchewan",1,2,0.5,1.2,1.4,1.6
2011,"Abitibi-Témiscamingue, Quebec",3.3,3.7,2.3,1.9,2.8,1.9
2011,Alberta,67.4,90.4,41.9,67.5,109.3,60.7
2011,"Annapolis Valley, Nova Scotia",2.1,3,1.4,2.5,1.8,1.9
2011,"Avalon Peninsula, Newfoundland and Labrador",6.6,4.4,3.2,4,8.1,3.1
2011,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.5,14.1,2.9,6.6,9.5,4.8
2011,"Bas-Saint-Laurent, Quebec",4.6,4.7,1.8,2.2,3.7,2.4
2011,British Columbia,79.9,83,47.6,91.4,106.6,72.2
2011,"Calgary, Alberta",23.8,26.6,14.7,27.5,39.6,24.4
2011,"Campbellton-Miramichi, New Brunswick",1.6,3.1,1.3,2.1,2.3,1
2011,"Camrose-Drumheller, Alberta",3.3,5.3,2.1,2.4,5.2,3.2
2011,Canada,669.4,638.7,389.2,595.6,889.5,509.2
2011,"Cape Breton, Nova Scotia",2.5,2.4,0.8,1.2,1.9,1.4
2011,"Capitale-Nationale, Quebec",13.4,14.6,11.7,12.4,20.6,11.2
2011,"Cariboo, British Columbia",3.2,4.8,1.9,2.6,3.7,2.1
2011,"Centre-du-Québec, Quebec",3.5,5.6,3.5,3.7,3.7,4.2
2011,"Chaudière-Appalaches, Quebec",7.5,9.9,6.8,5.7,8.5,7.3
2011,"Côte-Nord and Nord-du-Québec, Quebec",2.6,3.4,,2.2,2.2,
2011,"Edmonton, Alberta",27,24.7,15.3,21.5,41.5,20.1
2011,"Edmundston-Woodstock, New Brunswick",1.2,2.2,0.6,1.5,1.3,1
2011,"Estrie, Quebec",6.6,4.8,6.1,4.1,6.2,4.1
2011,"Fredericton-Oromocto, New Brunswick",3.3,2.6,1.8,2.2,3.8,1.6
2011,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.7,1.7,1.8,,,
2011,"Halifax, Nova Scotia",10.2,5.3,4.1,8.7,12.1,7.6
2011,"Hamilton-Niagara Peninsula, Ontario",28.1,26.5,13.1,25.2,31,21.2
2011,"Interlake, Manitoba",1.5,2.1,0.8,2.1,3,0.9
2011,"Kingston-Pembroke, Ontario",9.9,9.4,5,7.6,11.2,4.7
2011,"Kitchener-Waterloo-Barrie, Ontario",31.3,22.8,14.6,23.5,31.8,20.1
2011,"Kootenay, British Columbia",2,4.6,,4.1,2,
2011,"Lanaudière, Quebec",11.7,15.1,8.7,6.1,10.1,6.8
2011,"Laurentides, Quebec",9.9,12.6,9,13.8,12.5,11.7
2011,"Laval, Quebec",6.1,6.2,5.9,8.9,17.3,4
2011,"Lethbridge-Medicine Hat, Alberta",4.2,7.5,2.9,4.2,5.8,3.2
2011,"London, Ontario",14.6,11.5,5.8,9.6,16.9,10.9
2011,"Lower Mainland-Southwest, British Columbia",52.8,44.5,30.4,54.4,72,48.7
2011,Manitoba,21.8,24.1,16.6,20.3,34.5,16.7
2011,"Mauricie, Quebec",4.7,4.8,2.5,3.1,5.2,3.5
2011,"Moncton-Richibucto, New Brunswick",3,4.2,1.8,2.3,6.7,2.7
2011,"Montréal, Quebec",45.1,24.1,28.1,32.2,48.1,22.4
2011,"Montérégie, Quebec",31.1,29.1,20.7,20.9,37.4,20.2
2011,"Muskoka-Kawarthas, Ontario",9.4,9.1,3.9,9.3,5.5,4.5
2011,New Brunswick,11.8,15.5,6.7,11.8,18.2,9
2011,Newfoundland and Labrador,10.7,9.9,4.9,7.4,12,5.1
2011,"North Coast and Nechako, British Columbia",2.5,2.8,,,1.9,
2011,"North Shore, Nova Scotia",3,3.4,1.8,2.5,2.7,1.4
2011,"Northeast, British Columbia",,3.4,,,,1.5
2011,"Northeast, Ontario",11.9,12.2,5.8,8.1,12.7,8.5
2011,"Northwest, Ontario",4.5,4,2.9,3.3,4.6,2.7
2011,Nova Scotia,19.2,16.3,9.1,17.3,20.3,13.4
2011,Ontario,268.8,221.2,130.6,232,361.8,203.6
2011,"Ottawa, Ontario",27.6,17.7,16.2,20.8,36.4,16.2
2011,"Outaouais, Quebec",8.3,5.8,4.8,5,14.2,5.1
2011,"Parklands and North, Manitoba",1.8,2.1,0.9,1.4,2.2,1
2011,"Prince Albert and Northern, Saskatchewan",3.5,5.4,2.7,3.7,4.3,3.5
2011,Prince Edward Island,3.5,2.7,1.6,2.9,3.8,1.5
2011,Quebec,166.1,152.4,118.9,127.2,197.5,110.1
2011,"Red Deer, Alberta",2.7,5.9,2.7,3,4.7,2.8
2011,"Regina-Moose Mountain, Saskatchewan",6.2,6.5,3.7,5.5,9.3,4.9
2011,"Saguenay-Lac-Saint-Jean, Quebec",6.1,6.4,3.9,3.7,4.1,3.4
2011,"Saint John-St. Stephen, New Brunswick",2.7,3.4,1.2,3.7,4.2,2.8
2011,Saskatchewan,20.2,23.2,11.3,17.8,25.4,16.8
2011,"Saskatoon-Biggar, Saskatchewan",8.1,6,3.3,5.7,8.4,5.7
2011,"South Central and North Central, Manitoba",1.9,2.9,1.3,2.1,1.9,1.4
2011,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2.3,3.2,0.8,2.1,1.7,1
2011,"Southeast, Manitoba",1.9,2.9,1.1,1.2,2.5,2.1
2011,"Southern, Nova Scotia",1.3,2.2,1,2.5,1.8,1
2011,"Southwest, Manitoba",1.8,2.4,1.3,2.4,2.2,1.2
2011,"Stratford-Bruce Peninsula, Ontario",4.2,7.4,3.4,4.4,4.9,5.2
2011,"Swift Current-Moose Jaw, Saskatchewan",1.4,2.6,0.8,1.4,1.9,1.4
2011,"Thompson-Okanagan, British Columbia",7.1,10.4,5.2,13.2,10.1,7.7
2011,"Toronto, Ontario",113.3,90.4,54.4,111.3,194,103
2011,"Vancouver Island and Coast, British Columbia",11.3,12.6,7.4,15.1,16,10.5
2011,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.8,2.2,0.9,1.3,2.2,1
2011,"Windsor-Sarnia, Ontario",14,10.3,5.5,8.9,12.9,6.5
2011,"Winnipeg, Manitoba",13,11.7,11.2,11.2,22.7,10.2
2011,"Wood Buffalo-Cold Lake, Alberta",2,6.3,,2.3,3,2.3
2011,"Yorkton-Melville, Saskatchewan",1.1,2.7,0.7,1.5,1.4,1.4
2012,"Abitibi-Témiscamingue, Quebec",2.5,3.1,1.9,2.7,3.4,
2012,Alberta,67.8,97.6,39.3,63.6,112.2,57.1
2012,"Annapolis Valley, Nova Scotia",2.4,2.5,1.5,2,2,1.8
2012,"Avalon Peninsula, Newfoundland and Labrador",7,4.2,2.5,4.3,7.2,3.5
2012,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.8,13.9,3.4,6.4,7.2,5.1
2012,"Bas-Saint-Laurent, Quebec",4.4,5.1,2.5,3.6,2.8,2.1
2012,British Columbia,84.7,82,51.1,85.5,104.9,76
2012,"Calgary, Alberta",24.9,29.2,13.6,25.5,42,21.5
2012,"Campbellton-Miramichi, New Brunswick",2.3,3.7,1,2.1,2.3,1.6
2012,"Camrose-Drumheller, Alberta",3.4,5.6,2.6,3.1,5.7,3.1
2012,Canada,696.6,651.8,403.3,589.3,860.7,513.6
2012,"Cape Breton, Nova Scotia",2.7,2.2,1.1,1.2,2.3,0.9
2012,"Capitale-Nationale, Quebec",18.5,14.7,10.6,9.4,17.9,9.8
2012,"Cariboo, British Columbia",2.3,4.2,2.1,2.2,4.4,2.4
2012,"Centre-du-Québec, Quebec",3.3,6.5,1.6,2.9,4.4,1.7
2012,"Chaudière-Appalaches, Quebec",7,10.8,6.6,6.5,9.4,4.8
2012,"Côte-Nord and Nord-du-Québec, Quebec",1.9,2.7,2,,2.1,
2012,"Edmonton, Alberta",23.8,29,13.6,18.6,42.9,19.5
2012,"Edmundston-Woodstock, New Brunswick",0.9,2,0.5,1.5,1.6,0.7
2012,"Estrie, Quebec",6.9,4.8,5,4.7,6,3.3
2012,"Fredericton-Oromocto, New Brunswick",3.4,2.6,1.3,2.5,4,1.8
2012,"Gaspésie-Îles-de-la-Madeleine, Quebec",,2.1,1.7,1.5,1.6,
2012,"Halifax, Nova Scotia",9.4,6.1,4.6,7.8,13.5,7.6
2012,"Hamilton-Niagara Peninsula, Ontario",31.5,26.5,14.6,27.7,32.1,23.7
2012,"Interlake, Manitoba",1.3,2.2,1,1.5,2.2,1.3
2012,"Kingston-Pembroke, Ontario",8.6,9.2,6.3,5.7,10.4,7.1
2012,"Kitchener-Waterloo-Barrie, Ontario",30.6,25.1,10.8,22.8,28.1,19.9
2012,"Kootenay, British Columbia",1.9,3.1,1.6,3.8,2.2,1.8
2012,"Lanaudière, Quebec",6,10.5,8,8.4,12.2,7
2012,"Laurentides, Quebec",15.2,12.1,10.6,11.8,10.8,9.7
2012,"Laval, Quebec",7.9,5.2,7.2,9.2,13.3,8.5
2012,"Lethbridge-Medicine Hat, Alberta",5.3,7.9,2.2,4.7,5.1,3.6
2012,"London, Ontario",14,13,5.6,10.3,15.8,8.4
2012,"Lower Mainland-Southwest, British Columbia",56.4,46.4,32.3,51.7,67.9,49.6
2012,Manitoba,22.4,25,16.7,20.4,35,16.7
2012,"Mauricie, Quebec",4.5,4.6,4,3.1,4.3,1.8
2012,"Moncton-Richibucto, New Brunswick",3.9,4,2.4,2.9,6.1,3.6
2012,"Montréal, Quebec",53,22.1,28.7,34.7,46.9,24.7
2012,"Montérégie, Quebec",30.2,30,26,23.6,35.9,21.6
2012,"Muskoka-Kawarthas, Ontario",5.5,7.1,4.3,7.1,6.8,5.7
2012,New Brunswick,13,15.5,6.5,12.2,18.5,10.1
2012,Newfoundland and Labrador,11.2,9.7,4,7.8,10.7,6.2
2012,"North Coast and Nechako, British Columbia",1.9,3,,1.5,,
2012,"North Shore, Nova Scotia",2.5,3.9,1,3.4,3.3,1.6
2012,"Northeast, British Columbia",,2.6,,2,1.6,
2012,"Northeast, Ontario",11.6,12.9,5.6,10.2,12,8.6
2012,"Northwest, Ontario",4.7,3.4,3.7,3,5.5,2
2012,Nova Scotia,18.9,17.1,9.2,16.5,22.7,13.2
2012,Ontario,279.2,230.4,136.9,232.5,335.3,211.3
2012,"Ottawa, Ontario",29,20.9,15,21.6,31,18
2012,"Outaouais, Quebec",7,6.4,5.8,4.9,15,3.4
2012,"Parklands and North, Manitoba",1.2,1.7,1.2,1.2,1.6,0.8
2012,"Prince Albert and Northern, Saskatchewan",3.7,5.3,2.5,2.6,4.1,3.1
2012,Prince Edward Island,3.1,2.8,2.1,2.4,3.9,1.4
2012,Quebec,175.3,147.5,126.9,130.6,191.1,104.5
2012,"Red Deer, Alberta",3.7,5.8,2.5,3.3,5.3,2.4
2012,"Regina-Moose Mountain, Saskatchewan",6.6,6.7,3.6,5.6,10.2,5.8
2012,"Saguenay-Lac-Saint-Jean, Quebec",5.9,6.8,4.5,2.7,5.1,3.4
2012,"Saint John-St. Stephen, New Brunswick",2.5,3.2,1.3,3.3,4.4,2.6
2012,Saskatchewan,20.9,24.2,10.7,17.7,26.5,17
2012,"Saskatoon-Biggar, Saskatchewan",8.1,7.6,3,6.5,8.4,5.3
2012,"South Central and North Central, Manitoba",1.4,2.6,1.6,1.8,1.8,1.5
2012,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2.3,3.6,0.8,1.9,1.7,1.3
2012,"Southeast, Manitoba",2,2.9,1.4,1.6,2.4,1.8
2012,"Southern, Nova Scotia",1.8,2.4,1,2.2,1.7,1.3
2012,"Southwest, Manitoba",2,3.1,1.5,1.7,2.5,1.7
2012,"Stratford-Bruce Peninsula, Ontario",4.1,8.1,2.9,5.9,4.9,4
2012,"Swift Current-Moose Jaw, Saskatchewan",1.3,2.7,0.9,1.6,2,1.3
2012,"Thompson-Okanagan, British Columbia",8,11.5,5.1,10.7,10,10.1
2012,"Toronto, Ontario",127.6,92,63.3,108.9,177.6,105.6
2012,"Vancouver Island and Coast, British Columbia",13.3,11.2,8.5,13.7,17.4,10.5
2012,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.9,1.8,0.6,1.6,1.8,1.4
2012,"Windsor-Sarnia, Ontario",12.1,12.2,4.8,9.3,11.1,8.1
2012,"Winnipeg, Manitoba",14.4,12.6,10.1,12.5,24.5,9.7
2012,"Wood Buffalo-Cold Lake, Alberta",1.7,6.2,,2.1,4.1,1.9
2012,"Yorkton-Melville, Saskatchewan",1.3,1.9,0.6,1.4,1.8,1.5
2013,"Abitibi-Témiscamingue, Quebec",2.7,4.7,2.8,,2.7,
2013,Alberta,63.8,95.2,38.9,64.6,107.2,69
2013,"Annapolis Valley, Nova Scotia",2.1,2.9,1.6,1.7,2.3,2
2013,"Avalon Peninsula, Newfoundland and Labrador",5.9,3.4,2.9,4.4,7.7,4.3
2013,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.1,13.3,2.8,6.6,8.1,5.6
2013,"Bas-Saint-Laurent, Quebec",3.8,4.4,3.3,2.4,2,2.1
2013,British Columbia,83.7,85.1,48.1,84.3,101.5,80.3
2013,"Calgary, Alberta",23.6,27.9,15.2,22.9,38.4,27.8
2013,"Campbellton-Miramichi, New Brunswick",2.3,3.3,1.5,1.4,2.2,1.4
2013,"Camrose-Drumheller, Alberta",2.6,5.1,1.8,4.7,4.9,2.6
2013,Canada,703.5,660.5,427.9,568.7,839.2,557.8
2013,"Cape Breton, Nova Scotia",2.4,2.2,0.6,2,2.2,1.3
2013,"Capitale-Nationale, Quebec",20.1,14,13.4,9.7,18.1,8
2013,"Cariboo, British Columbia",2.9,4.3,1.9,3,3,2.1
2013,"Centre-du-Québec, Quebec",3.1,5.3,3.5,1.8,3.7,2.4
2013,"Chaudière-Appalaches, Quebec",8,9.5,7.2,5.5,9.6,6.4
2013,"Côte-Nord and Nord-du-Québec, Quebec",2.5,3.2,1.5,,1.8,
2013,"Edmonton, Alberta",24,30.1,14,21.8,40.8,23.9
2013,"Edmundston-Woodstock, New Brunswick",1.1,2.1,0.9,1.3,1.5,1.2
2013,"Estrie, Quebec",8.4,5.8,4.3,4.1,5.3,3.1
2013,"Fredericton-Oromocto, New Brunswick",3.8,2.9,1,1.8,3.5,1.7
2013,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.7,1.6,,1.7,,
2013,"Halifax, Nova Scotia",9.9,5.4,4.8,6.7,11.8,7.5
2013,"Hamilton-Niagara Peninsula, Ontario",30.9,28.2,14.1,23.7,29.4,22.5
2013,"Interlake, Manitoba",1.9,2.4,1.1,1.1,2,1.2
2013,"Kingston-Pembroke, Ontario",12.1,8.8,4.6,7.9,8.8,5.8
2013,"Kitchener-Waterloo-Barrie, Ontario",32.6,24.9,13.9,21.6,29.7,23.4
2013,"Kootenay, British Columbia",,4.5,2.5,3.6,2.8,3
2013,"Lanaudière, Quebec",9.7,10.3,8.3,9.4,11.2,7.1
2013,"Laurentides, Quebec",11.1,12.8,10.3,10.3,12.3,7.7
2013,"Laval, Quebec",8.9,6.2,6.8,8.3,12.4,8.7
2013,"Lethbridge-Medicine Hat, Alberta",5.2,6.8,1.6,4.3,5.5,2.7
2013,"London, Ontario",12.3,12.2,7.8,11,13.8,8.1
2013,"Lower Mainland-Southwest, British Columbia",55.1,50.9,29.2,50,67.1,54
2013,Manitoba,22.8,26.4,17.4,18,30,16.8
2013,"Mauricie, Quebec",5.3,4.7,3.6,4.5,3.9,2.5
2013,"Moncton-Richibucto, New Brunswick",3.9,4.6,1.9,4.6,6.2,3.5
2013,"Montréal, Quebec",50.5,21.8,33.2,39.2,43.6,33.6
2013,"Montérégie, Quebec",26.4,34,27.7,20,39.6,25.2
2013,"Muskoka-Kawarthas, Ontario",5.5,6.4,3.5,5.7,5.9,4.5
2013,New Brunswick,14.7,16.6,6.7,11,17.3,10.9
2013,Newfoundland and Labrador,10.2,9.6,4.6,7.7,12.2,6.7
2013,"North Coast and Nechako, British Columbia",2,2,,,1.8,
2013,"North Shore, Nova Scotia",2.9,3.3,1.6,2.1,3.3,1.5
2013,"Northeast, British Columbia",,2.9,,,1.8,1.7
2013,"Northeast, Ontario",10.3,13.3,6.7,7.1,13.1,6.8
2013,"Northwest, Ontario",4.8,4.5,2.9,3.2,5.5,2.3
2013,Nova Scotia,19,15.4,9.4,14,20.9,13.6
2013,Ontario,285.4,232.8,150.6,222.5,336.5,225.7
2013,"Ottawa, Ontario",30.9,15.4,16.6,21.8,39.2,21.6
2013,"Outaouais, Quebec",10.2,6.3,6.1,5.6,12.4,3.9
2013,"Parklands and North, Manitoba",1.3,2.2,1.4,1.2,1.4,0.7
2013,"Prince Albert and Northern, Saskatchewan",4.2,4.7,2.8,2.8,4.7,3.2
2013,Prince Edward Island,3.4,3,2,2.4,4,1.7
2013,Quebec,178.4,151.8,138,128,183.9,115.9
2013,"Red Deer, Alberta",2.2,5,2,2.7,5.7,4.6
2013,"Regina-Moose Mountain, Saskatchewan",5.8,6.3,4.4,4.7,9.2,6.6
2013,"Saguenay-Lac-Saint-Jean, Quebec",5.9,7,4.7,3,4.1,2.5
2013,"Saint John-St. Stephen, New Brunswick",3.6,3.7,1.4,2.1,3.9,3.1
2013,Saskatchewan,22.1,24.6,12.2,16.1,25.9,17.2
2013,"Saskatoon-Biggar, Saskatchewan",8.8,8.6,3.1,6.3,9.5,4.8
2013,"South Central and North Central, Manitoba",1.7,3.3,1.5,1.7,1.7,1
2013,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2.3,4,1,2,2.2,1.2
2013,"Southeast, Manitoba",1.8,3.6,1.2,1.8,2.4,1.5
2013,"Southern, Nova Scotia",1.7,1.7,0.8,1.5,1.3,1.3
2013,"Southwest, Manitoba",2.1,2.7,1.8,1.8,2,1.8
2013,"Stratford-Bruce Peninsula, Ontario",4.9,6.4,3.4,5.4,5.9,3.8
2013,"Swift Current-Moose Jaw, Saskatchewan",1.8,2.6,1,1.3,1.6,1.2
2013,"Thompson-Okanagan, British Columbia",8.3,8,5.5,10.8,9.7,8.6
2013,"Toronto, Ontario",127.7,100.8,70.9,105.2,173.6,118.3
